source_file,key,field,main,reference,abs_diff,tolerance,scaled_error,source_observations_sha256
predictor_pairwise_comparison.csv,primary/hybrid/energy/absolute_regret,high,-0.057550379927504586,-0.057550379927504586,0.0,6.7550379927504586e-12,0.0,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
predictor_pairwise_comparison.csv,primary/hybrid/energy/absolute_regret,lower95,-0.15720188504818616,-0.15720188504818614,2.7755575615628914e-17,1.6720188504818615e-11,1.6600037498159781e-06,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
predictor_pairwise_comparison.csv,primary/hybrid/energy/absolute_regret,upper95,-0.0625477399549141,-0.06254773995491408,1.3877787807814457e-17,7.254773995491408e-12,1.9129180063278363e-06,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
predictor_pairwise_comparison.csv,primary/hybrid/energy/normalized_regret,point,-0.14201775756807644,-0.14201775756807647,2.7755575615628914e-17,1.5201775756807647e-11,1.825811409117743e-06,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
predictor_pairwise_comparison.csv,primary/hybrid/energy/normalized_regret,low,-0.15215658149378045,-0.1521565814937805,5.551115123125783e-17,1.621565814937805e-11,3.4233054693118917e-06,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
predictor_pairwise_comparison.csv,primary/hybrid/energy/normalized_regret,high,-0.1315622952068122,-0.1315622952068122,0.0,1.415622952068122e-11,0.0,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
predictor_pairwise_comparison.csv,primary/hybrid/energy/normalized_regret,lower95,-0.15054363473471336,-0.15054363473471336,0.0,1.6054363473471336e-11,0.0,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
predictor_pairwise_comparison.csv,primary/hybrid/energy/normalized_regret,upper95,-0.13321274126887359,-0.13321274126887359,0.0,1.432127412688736e-11,0.0,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
predictor_pairwise_comparison.csv,primary/hybrid/constant/absolute_regret,point,-0.02432135063717053,-0.02432135063717052,1.0408340855860843e-17,3.4321350637170524e-12,3.0326140034210826e-06,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
predictor_pairwise_comparison.csv,primary/hybrid/constant/absolute_regret,low,-0.0480948751798094,-0.04809487517980938,2.0816681711721685e-17,5.8094875179809374e-12,3.583221695079299e-06,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
predictor_pairwise_comparison.csv,primary/hybrid/constant/absolute_regret,high,-0.005404854804544896,-0.005404854804544888,7.806255641895632e-18,1.5404854804544888e-12,5.0673996872677795e-06,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
predictor_pairwise_comparison.csv,primary/hybrid/constant/absolute_regret,lower95,-0.04377348463162365,-0.043773484631623644,6.938893903907228e-18,5.377348463162365e-12,1.2903932024197915e-06,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
predictor_pairwise_comparison.csv,primary/hybrid/constant/absolute_regret,upper95,-0.0075778363024534764,-0.007577836302453471,5.204170427930421e-18,1.7577836302453472e-12,2.960643357000677e-06,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
predictor_pairwise_comparison.csv,primary/hybrid/constant/normalized_regret,point,-0.00288169920691601,-0.0028816992069160114,1.3010426069826053e-18,1.2881699206916012e-12,1.0099930033175228e-06,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
predictor_pairwise_comparison.csv,primary/hybrid/constant/normalized_regret,low,-0.007259929746287337,-0.0072599297462873375,8.673617379884035e-19,1.7259929746287337e-12,5.02529124242221e-07,9ed386af3e565cf6ed8b4cf6119bb9126795d5b67de8900f021e06860f45d4dd
